"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",3,3,0,33,0,3,33,0.0909090909090909,"Sun Jun 12 03:15:19 2016"
