"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",6,14,0,141,10,4,128,0.099290780141844,"Sun Jun 12 06:01:45 2016"
