"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",6,17,0,166,13,4,149,0.102409638554217,"Sun Jun 12 06:42:06 2016"
