"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",5,6,0,62,3,3,57,0.0967741935483871,"Sun Jun 12 03:59:09 2016"
