"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",5,6,0,74,3,3,69,0.0810810810810811,"Sun Jun 12 04:39:29 2016"
