"screenName","statusesCount","followersCount","favoritesCount","friendsCount","reciprocal","disciples","messiahs","ff_ratio","pull_date"
"AutovirCo",5,6,0,68,3,3,63,0.0882352941176471,"Sun Jun 12 04:19:34 2016"
